Serial Number,Movie Name,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating
2798,For Our Eyes Only,English,None,45min,2020,13+
2799,Mr KK,Telugu,5.7,1 h 59 min,2019,13+
2800,Mahaan,Hindi,6.1,3 h 1 min,1983,All
2801,Uravai Kaatha Kili,Tamil,5.6,2 h 34 min,1984,NR
2802,Durgashtami,Kannada,None,2 h 13 min,1991,NR
2803,Kabuliwalla,Bengali,None,1 h 46 min,2018,13+
2804,Harry Potter and the Goblet of Fire,Hindi,7.7,2 h 37 min,2005,13+
2805,Aan - Men At Work,Hindi,5.7,2 h 36 min,2004,13+
2806,Arogya Niketan,Bengali,7.8,2 h 15 min,None,All
2807,Thai Jashe!,Gujarati,7.4,2 h 22 min,2016,All
2808,Seethamma Vakitlo Sirimalle Chettu,Telugu,7.5,2 h 38 min,2013,All
2809,Rakhi,Telugu,6.3,2 h 45 min,2006,13+
2810,Fidaa,Bengali,7.5,2 h 26 min,2018,13+
2811,The Adventures of Tintin,Marathi,7.3,1 h 46 mins,2011,7+
2812,Gone Kesh,Hindi,7,1 h 43 min,2019,All
2813,The Landlord,Marathi,5.4,1 h 26 mins,2017,16+
2814,Mudda Mandaram,Telugu,None,2 h 6 min,1981,NR
2815,Mirror Game,Hindi,6.1,1 h 47 min,2017,13+
2816,Frailty,English,7.2,1 h 39 min,2002,18+
2817,Sukrutham,Malayalam,7.4,2 h 20 min,1994,NR
2818,Anusandhan - Bengali,Bengali,None,2 h 25 min,1981,NR
2819,Superman Returns,Hindi,6,2 h 34 min,2006,All
2820,Ravana - The Great Warrior,Hindi,None,1 h 21 min,2008,All
2821,Martial Law (Restored),English,None,1 h 29 min,1991,18+
2822,Nishpap Ashami,Bengali,None,2 h 16 min,1997,NR
2823,Honey & Bunny in KungFu Challenge,Hindi,None,51min,2018,7+
2824,Bandini,Bengali,5.8,2 h 11 min,2017,13+
2825,Parinamam,English,6.8,2 h 4 min,2003,NR
2826,Winter,Malayalam,7.4,1 h 50 min,2009,NR
2827,The Tiger,Malayalam,7.3,2 h 36 min,2005,NR
2828,The Dormition,English,None,52min,2020,13+
2829,Snehamera Jeevitham,Telugu,8.3,2 h 2 min,2017,18+
2830,Abduction Point,English,5.6,1 h 22 min,2016,18+
2831,Love Express,Bengali,5.2,2 h 21 min,2016,All
2832,Sun Don’t Shine,English,None,1 h 19 min,2012,NR
2833,Trivikraman,Telugu,5.6,1 h 46 min,2016,18+
2834,Janleva 555,Hindi,4.2,2 h 16 min,2012,NR
2835,Rang He Premache Rangeele,Marathi,None,2 h 5 mins,2017,All
2836,Lara Croft: Tomb Raider,Hindi,5.8,1 h 40 min,2001,18+
2837,Adarer Bon,Bengali,None,2 h 20 min,1997,All
2838,One Way Ticket,Marathi,4.8,1 h 32 mins,2016,13+
2839,Manaroopa,Kannada,6.1,2 h 12 min,2019,13+
2840,Rudraksh,Hindi,2.6,2 h 23 min,2004,13+
2841,Mummy Island Bethal Dweep,Hindi,4,1 h 22 min,2019,13+
2842,Unakkul Naan,Tamil,6.2,1 h 14 min,2016,All
2843,Bezubaan Ishq,Hindi,3.9,2 h 7 min,2015,NR
2844,Shor Se Shuruaat,Hindi,6.7,2 h 2 min,2016,13+
2845,Bumper Draw,Hindi,4.9,2 h 7 min,2015,13+
2846,Hostel Days,Marathi,6.6,2 h 26 mins,2018,13+
2847,Bridesmaids,English,6.8,2 h 4 min,2011,18+
2848,Chaplin vs. Keaton – Duel of Legends,English,None,53min,2019,13+
2849,Time Please,Marathi,7.1,2 h 10 mins,2013,13+
2850,Iniyavalae Vaa,Tamil,None,2 h 8 min,1982,NR
2851,Family 420 Once Again,Punjabi,5.4,2 h 2 mins,2019,13+
2852,Memphis,English,5.3,1 h 18 min,2013,NR
2853,Fanny,English,6.9,2 h 14 min,None,16+
2854,Mr. Kabaadi,Hindi,4.9,1 h 33 min,2017,13+
2855,Isabela,English,None,1 h 18 min,2020,13+
2856,Anugraha,Kannada,None,2 h 33 min,1971,NR
2857,Extra Ordinary,English,6.4,1 h 34 min,2020,18+
2858,Maan Gaye Mughall-E-Azam,Hindi,3.1,2 h 17 min,2008,13+
2859,Ardab Mutiyaran,Punjabi,7.3,2 h 19 mins,2019,13+
2860,18.11 - A code of Secrecy,Hindi,None,2 h 10 min,2014,NR
2861,Aavuj Reshe,Gujarati,None,2 h 24 min,2018,NR
2862,Sagarika,Bengali,7.2,2 h 31 min,2018,13+
2863,Enn Uyir Nanbaa,Tamil,None,1 h 47 min,1984,NR
2864,The Expendables,Hindi,6.5,1 h 39 min,2010,18+
2865,Thanthra,Malayalam,7.3,1 h 27 min,2006,NR
2866,Devta,Marathi,3.9,2 h 24 mins,1983,All
2867,Ekla Akash,Bengali,6.2,2 h 19 min,2020,13+
2868,Placebo,English,7.8,1 h 33 min,2014,NR
2869,Dum Dum Dum,Tamil,7,2 h 32 min,2001,All
2870,Puli,Telugu,4.4,1 h 54 min,1985,NR
2871,Nirantharam,Telugu,None,1 h 39 min,1995,NR
2872,Orgy of the Dead,English,3,1 h 31 min,None,18+
2873,Chapala Chennigaraya,Kannada,None,2 h 2 min,1990,NR
2874,Sonar Kella,Bengali,8.4,2 h 15 min,1974,All
2875,Pitch Perfect,Hindi,7.1,1 h 52 min,2012,18+
2876,The Matrix Reloaded,Tamil,7.2,2 h 18 min,2003,18+
2877,The Beach House,English,5.3,1 h 28 min,2020,18+
2878,Bujjigadu,Telugu,6.4,2 h 26 min,2008,All
2879,Kanchu Kagada,Telugu,4.9,2 h 19 min,1984,NR
2880,Maha Sangramam,Telugu,None,2 h 35 min,1992,NR
2881,Iruvar,Tamil,8.5,2 h 38 min,1997,13+
2882,3G,Hindi,None,2 h 3 min,2013,NR
2883,Justice League,Hindi,6.3,1 h 59 min,2017,13+
2884,Valu Jada Tolu Beltu,Telugu,None,2 h 2 min,1992,NR
2885,Deewana Mujh Sa Nahin,Hindi,5.8,2 h 5 min,1990,All
2886,Angti Rohosso,Bengali,2,1 h 22 min,2018,13+
2887,Lucky Di Unlucky Story,Punjabi,6.8,2 h 2 mins,2013,All
2888,Humpty Sharma Ki Dulhania,Hindi,6,2 h 11 min,2014,13+
2889,Loveyatri - The Journey of Love,Hindi,3,2 h 12 min,2018,13+
2890,Law Abiding Citizen,English,7.4,1 h 44 min,2009,18+
2891,Self/Less,English,6.5,1 h 52 min,2015,16+
2892,Le Halua Le,Bengali,5.3,2 h 26 min,2017,13+
2893,Aaja Sanam,Hindi,6.7,2 h 1 min,1975,NR
2894,Golpo Holeo Shotti,Bengali,6.3,1 h 56 min,2017,13+
2895,Janani,Hindi,4.6,1 h 58 min,2006,13+
2896,Paarthaal Pasi Theerum,Tamil,7.4,2 h 46 min,1962,All
2897,Ekhonee,Bengali,None,1 h 26 min,1971,All
2898,Backstabbing for Beginners,English,6.3,1 h 43 min,2018,18+
2899,Vetagadu,Telugu,6.8,2 h 27 min,1979,All
2900,Dava Dava,Kannada,8.1,2 h 5 min,1999,NR
2901,The Dresser,English,6.8,1 h 49 min,2016,13+
2902,USA: LIFE IN A HIGH SECURITY PRISON,English,None,57min,2020,13+
2903,Bendu Theesta,Telugu,None,1 h 44 min,2009,NR
2904,Jab We Met,Gujarati,7.9,2 h 18 min,2007,All
2905,Rang-E-Ishq,Hindi,None,1 h 51 min,2015,NR
2906,Jason Mraz: Have It All The Movie,English,None,1 h 26 min,2018,13+
2907,Byomkesh Bakshi,Bengali,9.2,1 h 50 min,2017,13+
2908,RX100,Telugu,6.9,2 h 28 min,2018,18+
2909,Guddu,Hindi,4.2,2 h 29 min,1995,All
2910,The Mummy Returns,Hindi,6.4,2 h 9 min,2001,18+
2911,Arbitrage,English,6.6,1 h 42 min,2012,18+
2912,Muhammad Ali: A Biography,English,None,22min,2020,13+
2913,Hi Porgi Kunachi,Marathi,5.6,2 h 10 mins,2007,All
2914,Zindagi,Hindi,6.5,2 h 37 min,None,All
2915,Student of the Year 2,Hindi,2.2,2 h 25 min,2019,13+
2916,Nobel Son,English,6.2,1 h 50 min,2007,16+
2917,Universal Soldier: Regeneration,Tamil,5.2,1 h 36 min,2010,18+
2918,Aatish Feel the Fire,Hindi,5.8,2 h 29 min,1994,13+
2919,Humpty Dumpty & More Kids Songs - Super Simple Songs,English,None,42min,2017,All
2920,The Dark Knight Rises,English,8.4,2 h 44 min,2012,13+
2921,Minugurulu,Telugu,7.5,1 h 57 min,2014,13+
2922,Sound Thoma,Malayalam,4.5,2 h 32 min,2013,All
2923,Surer Sathi,Bengali,None,1 h 59 min,1988,NR
2924,Nanci,Tamil,7.2,1h,1999,NR
2925,Dhuntaaraa,Hindi,None,1 h 32 min,2015,NR
2926,A Scandall,Tamil,3.1,1 h 48 min,2016,18+
2927,Por Bazaar,Marathi,6.6,1 h 37 mins,2014,13+
2928,Bad Boys for Life,Hindi,6.6,2 h 3 min,2020,18+
2929,Parched,Hindi,7.6,1 h 56 min,2016,18+
2930,Thyagu,Tamil,7.4,2 h 4 min,1990,All
2931,Bala Gau Kashi Angai,Marathi,7.8,2 h 20 mins,1977,All
2932,Train To Busan,Hindi,7.6,1 h 53 min,2016,18+
2933,Reminiscences of a Journey to Lithuania,English,7.7,1 h 21 min,1972,NR
2934,Jindari,Punjabi,6.6,2 h 8 mins,2018,13+
2935,Chennai 2 Singapore,Tamil,6,2 h 2 min,2017,All
2936,1st Rank Raju,Telugu,5.2,2 h 7 min,2019,13+
2937,Gotro,Bengali,7,2 h 19 min,2019,13+
2938,The Landlord,Tamil,5.4,1 h 26 min,2017,16+
2939,Pataakha,Hindi,7.2,2 h 11 min,2018,13+
2940,Drugstore Cowboy,English,7.3,1 h 41 min,1989,18+
2941,Mulzim,Hindi,4.8,2 h 36 min,1988,13+
2942,Sohalla,Marathi,8.3,1 h 44 mins,2019,13+
2943,Steve and Maggie - Happy Hits (Vol. 2),English,None,46min,2020,All
2944,Naga Bandham,Telugu,None,1 h 43 min,1992,NR
2945,Kantri Kanne Pillalu,Telugu,None,1 h 12 min,1995,NR
2946,Harfan Maulaa,Hindi,5.2,2 h 18 min,1976,NR
2947,Cowgirls N Angels,English,6.1,1 h 31 min,2012,7+
2948,Puthiya Mugham,Malayalam,5.6,2 h 14 min,2009,13+
2949,Pyaar Mein Aisa Hota Hai,Hindi,None,1 h 47 min,2013,NR
2950,Under World,Malayalam,5.7,2 h 38 min,2019,13+
2951,Jhinuk Mala,Bengali,None,2 h 24 min,1996,NR
2952,Hota Hai Dil Pyaar Mein Paagal,Hindi,5.4,1 h 59 min,2006,NR
2953,Fish Curry,Bengali,None,4min,2020,13+
2954,Supremacy,English,5.7,1 h 50 min,2014,18+
2955,Jaane Kyun De Yaaron,Hindi,4.8,2 h 2 min,2018,13+
2956,The Hunter,English,6.7,1 h 41 min,2011,18+
2957,Hellboy: Sword of Storms,English,6.5,1 h 17 min,2006,13+
2958,Zakir Khan: Haq Se Single,Hindi,8.6,1 h 32 min,2017,18+
2959,Ghara Baher,Marathi,5.6,2 h 31 mins,1999,All
2960,Rock On,Hindi,7.7,2 h 25 min,2008,All
2961,Do You Like Broccoli Ice Cream? & More Kids Songs - Super Simple Songs,English,5.9,48min,2017,All
2962,Majhi Tapasya,Marathi,None,2 h 4 mins,2016,All
2963,Bidaay Byomkesh,Bengali,5.3,1 h 59 min,2018,13+
2964,Blue Night,English,4.4,1 h 27 min,2018,18+
2965,Revelations,Tamil,None,1 h 57 min,2016,NR
2966,Sweet Heart,Bengali,None,2 h 2 min,2017,13+
2967,The Pleasure of Being Robbed,English,6.1,1 h 8 min,2008,NR
2968,Alinagarer Golokdhadha,Bengali,7.1,2 h 16 min,2018,All
2969,In Time,English,6.7,1 h 49 min,2011,18+
2970,An Evening In Paris,Hindi,7,2 h 32 min,None,All
2971,Tum Haseen Main Jawaan,Hindi,7.1,2 h 28 min,1970,All
2972,Abduction Point,Gujarati,5.6,1 h 22 min,2016,18+
2973,Bad Boys,Telugu,6.9,2 h 2 min,2000,NR
2974,Gringo,English,6.1,1 h 46 min,2018,16+
2975,Ajnabee,Hindi,6.4,2 h 29 min,2001,13+
2976,Vacancy,Hindi,6.2,1 h 25 min,2007,18+
2977,Motu Patlu & Robo-Kids,Hindi,None,1 h 23 min,2020,All
2978,Bhalobasa Bhalobasa,Bengali,7.1,2 h 18 min,1985,NR
2979,Honey Bee,Malayalam,3.4,2 h 10 min,2013,13+
2980,Gair Kaanooni,Hindi,5.3,2 h 32 min,1989,All
2981,Purani Jeans,Hindi,6.2,2 h 14 min,2014,NR
2982,Yamaleela,Telugu,7.5,2 h 12 min,1994,All
2983,Cholo Paltai,Bengali,None,2 h 22 min,2017,13+
2984,Purana Mandir,Hindi,6.3,2 h 8 min,1984,18+
2985,47 To 84 - Hun Main Kisnu Watan Kahunga,Punjabi,5,2 h 8 mins,2014,13+
2986,Akasathinte Niram,Malayalam,7,1 h 59 min,2012,All
2987,Mean Girls,English,7,1 h 36 min,2004,18+
2988,Coffee With D,Hindi,4.4,1 h 59 min,2017,18+
2989,Dugma: The Button,English,7.1,57min,2019,13+
2990,Bhayanakam,Malayalam,7,2 h 1 min,2018,All
2991,Julie,Hindi,None,2 h 24 min,1975,NR
2992,Jag Jite Nahi Ne Haiyu Hare Nahi,Gujarati,None,2 h 46 min,2017,13+
2993,Mujhe Insaaf Chahiye,Hindi,6.5,2 h 13 min,1983,NR
2994,Passengers (2008),English,5.9,1 h 32 min,2009,13+
2995,Santan Jakhan Satru,Bengali,5.7,2 h 42 min,1999,All
2996,Chhota Bheem - Troll Se Takkar,Hindi,None,1 h 2 min,2019,All
2997,Tamburo,Gujarati,6.5,1 h 48 min,2017,NR
2998,Shikshanachya Aaicha Gho,Marathi,6.9,1 h 47 mins,2010,All
2999,Vazhkai Chakkaram,Tamil,None,1 h 57 min,1990,NR
3000,Somm: Into the Bottle,English,7.3,1 h 30 min,2016,16+
3001,Joy Ride,English,6.6,1 h 37 min,2001,13+
3002,’Rameau’s Nephew’ by Diderot (Thanx to Dennis Young) by Wilma Schoen,English,None,4 h 15 min,1974,NR
3003,Kathanayakudu,Telugu,None,2 h 51 min,1984,NR
3004,Magunira Shagada,English,7.6,1 h 26 min,2001,NR
3005,100%  Kadhal,Tamil,4.5,2 h 24 min,2019,All
3006,Agent C I A ( Hindi Dubbed of Dead Drop),Hindi,3.6,1 h 26 min,2013,13+
3007,Sreemati Bhayankari,Bengali,None,1 h 49 min,2001,NR
3008,LING SEN TONG,English,None,26min,2020,13+
3009,Noah,English,5.7,2 h 17 min,2014,13+
3010,Prem Amaar,Bengali,None,2 h 30 min,2017,13+
3011,Half Ticket,Hindi,7.4,1 h 59 min,None,All
3012,Doc West - Part 1,English,6,1 h 33 min,2010,7+
3013,I Am Sorry Nenu Alantidanni Kadu,Telugu,None,59min,1990,NR
3014,Golmaal Returns,Hindi,5.1,2 h 10 min,2008,All
3015,Chitchor,Hindi,7.5,1 h 43 min,1976,All
3016,Howl,Telugu,5.4,1 h 32 min,2015,18+
3017,Kaliyuga Kannan,Tamil,None,1 h 51 min,1974,NR
3018,Nadodi Kanavu,Tamil,None,2 h 3 min,2018,All
3019,Dr. Prema,Telugu,None,1 h 22 min,2002,NR
3020,Batman v Superman: Dawn of Justice,English,6.4,2 h 31 min,2016,13+
3021,Dui Bon - 1955,Bengali,None,1 h 34 min,2000,NR
3022,Green is Gold,English,6,1 h 22 min,2016,18+
3023,Rocky Mental,Punjabi,5.6,2 h 9 mins,2017,13+
3024,Mon Jake Chai,Bengali,None,2 h 16 min,2004,NR
3025,Jhansi,Telugu,6.8,1 h 37 min,2018,13+
3026,Khokababur Pratyabartan,Bengali,None,1 h 42 min,2017,13+
3027,Abohoman,Bengali,None,2h,2018,13+
3028,Kis Kisko Pyaar Karoon,Hindi,5.7,2 h 12 min,2015,13+
3029,The Code,English,6,1 h 39 min,2009,18+
3030,Johnny Gaddaar,Hindi,7.8,2 h 20 min,2007,All
3031,Charlie's Angels,English,4.8,1 h 58 min,2019,13+
3032,Wahan Ke Log,Hindi,5.5,2 h 16 min,None,NR
3033,Favourite Children's Songs,English,None,33min,2014,All
3034,Hum Pyar Tumhi Se Kar Baithe,Hindi,5.8,2 h 18 min,2002,All
3035,Kaala Koothu,Tamil,5.9,1 h 54 min,2018,All
3036,Khamoshi,Hindi,7.7,1 h 51 min,1970,NR
3037,"Neengal Kettavai (Tamil Language, English Subtitled)",Tamil,6,2 h 5 min,1984,18+
3038,Hailesa,Malayalam,None,2 h 12 min,2009,NR
3039,Thupaki Ramudu,Telugu,6.4,2 h 16 min,2019,13+
3040,Bad Boys II,Telugu,6.6,2 h 26 min,2003,13+
3041,Savyasachi,Telugu,5.4,2 h 27 min,2018,13+
3042,1 1 3 Ora Tinjon,Bengali,4.6,1 h 33 min,2015,13+
3043,Bhagshesh,Bengali,None,1 h 50 min,2018,NR
3044,Jurassic Park,Hindi,8.1,2 h 6 min,1993,13+
3045,Badsha,Bengali,7.6,1 h 57 min,None,NR
3046,A Bigger Splash,English,6.4,2 h 4 min,2015,18+
3047,Silence Patton,English,6.6,1 h 25 min,2018,16+
3048,Chapters,Malayalam,6.3,1 h 47 min,2012,All
3049,Cheater Ramachari Kannada,Kannada,None,1 h 42 min,2018,13+
3050,The Hangover,English,7.7,1 h 39 min,2009,18+
3051,Murder,Kannada,5.3,1 h 50 min,2020,13+
3052,Jamindaru,Kannada,7.7,2 h 40 min,2002,NR
3053,Hennina Sedu,Kannada,None,2 h 10 min,1981,NR
3054,Pratyaghat,Bengali,7.3,2 h 10 min,2017,13+
3055,Ishq Na Hove Rabba,Punjabi,3.3,1 h 46 mins,2018,All
3056,Y a-t-il une vierge encore vivante?,English,6.4,9min,2015,NR
3057,45 Years,English,7.1,1 h 34 min,2015,16+
3058,School of Rock,English,7.1,1 h 49 min,2003,13+
3059,Freaky Ali,Hindi,4.9,1 h 59 min,2016,13+
3060,Dragon Blade,English,6,2 h 7 min,2015,13+
3061,The Internship,English,6.3,1 h 59 min,2013,13+
3062,Lalpathare,Bengali,None,2 h 11 min,None,NR
3063,Sketch (Hindi),Hindi,5.7,1 h 55 min,2018,13+
3064,Mayer Adhikar,Bengali,5.2,2 h 30 min,1998,NR
3065,Happy Bhag Jayegi,Hindi,6.5,2 h 5 min,2016,NR
3066,A Master Builder,English,5.9,2 h 7 min,2013,NR
3067,L.A. Confidential,English,8.2,2 h 17 min,1997,18+
3068,Idam | ഇടം,English,None,1 h 22 min,2019,NR
3069,Wrath of the Titans,Telugu,5.7,1 h 39 min,2012,13+
3070,Alifa,Bengali,7.9,1 h 49 min,2018,NR
3071,Katha Deelam,Bengali,None,1 h 45 min,1991,NR
3072,A Year in Champagne,English,6.5,1 h 22 min,2015,13+
3073,Miss Lovely,Hindi,6.4,1 h 49 min,2012,13+
3074,Hereditary,English,7.3,2 h 7 min,2018,18+
3075,Shaadi Ke Side Effects,Hindi,5.6,2 h 21 min,2014,NR
3076,Hum Hai Players,Hindi,5.3,2 h 3 min,2019,13+
3077,Bhoo Kailas,Kannada,7.1,2 h 21 min,1981,NR
3078,Dhanraj Tamang,Bengali,5.6,1 h 48 min,2017,13+
3079,San Andreas,Hindi,6.1,1 h 54 min,2015,13+
3080,VIP 2,Telugu,5.4,2 h 11 min,2017,All
3081,Howl,Hindi,5.4,1 h 32 min,2015,18+
3082,Silver Bullets,English,5.1,1 h 8 min,2011,NR
3083,Chhota Bheem - Dus Pe Dus,Hindi,4.5,1 h 2 min,2014,All
3084,Pilla Zamindar,Telugu,7.7,2 h 27 min,2011,All
3085,Pati Patni Aur Woh,Hindi,7.1,2 h 13 min,1978,All
3086,Maati Amaar Maa,Bengali,None,2 h 9 min,2019,13+
3087,Uma,Bengali,7.3,2 h 27 min,2018,13+
3088,Laaga Chunari Mein Daag,Hindi,5.3,2 h 19 min,2007,16+
3089,Chowdhury Paribar,Bengali,None,2 h 24 min,1998,All
3090,Chotto Goyenda,Bengali,None,1 h 42 min,2018,All
3091,Zero,Tamil,6.3,2 h 24 min,2016,13+
3092,The Defender,Tamil,4.9,1 h 27 min,2004,18+
3093,Hip Hip Hurray,Marathi,8.5,2 h 7 mins,2011,All
3094,Dass,Tamil,3.1,2 h 41 min,2005,All
3095,Yuddham Sharanam,Telugu,5.9,2 h 14 min,2017,13+
3096,Uljhan,Hindi,6.5,2 h 17 min,1974,All
3097,The Original Whale Riders,English,None,53min,2019,13+
3098,Hamaal De Dhamaal,Marathi,6.6,2 h 5 mins,1989,All
3099,Weekend Love,Telugu,4.7,2 h 16 min,2014,13+
3100,Flight 192,Marathi,5,1 h 25 mins,2016,16+
3101,Sri Rama Rajyam,Telugu,6.7,2 h 52 min,2011,All
3102,The Angry Birds Movie,Tamil,6.3,1 h 37 min,2016,7+
3103,Tanu Weds Manu Returns,Hindi,7.6,2 h 7 min,2015,NR
3104,Striptease,English,4.5,1 h 57 min,1996,18+
3105,Jeevan Ashaa,Hindi,None,8min,2014,All
3106,The Expendables 2,Telugu,6.6,1 h 38 min,2012,18+
3107,RX 100 ( In Hindi ),Hindi,6.9,2 h 12 min,2018,13+
3108,Asatthuranda,Tamil,6.1,2 h 26 min,2017,13+
3109,Mr Wrong Number,Malayalam,7.5,2 h 2 min,2014,NR
3110,Kaun? Kaisey??,Hindi,None,2 h 7 min,1983,NR
3111,Thomasleeha,Malayalam,None,2 h 24 min,1975,NR
3112,Mr. & Mrs. 55,Hindi,7.2,2 h 23 min,None,All
3113,How Is Wow,Hindi,None,1 h 30 min,2015,NR
3114,Billionaire Boys Club,English,5.6,1 h 44 min,2018,18+
3115,Vijay Vikram,Kannada,None,2 h 24 min,1979,NR
3116,Annabelle Comes Home,English,5.9,1 h 46 min,2019,18+
3117,Time Hopper,English,None,53min,2020,13+
3118,Commitment,Gujarati,6.4,2 h 15 min,2017,13+
3119,Til Theke Taal,Bengali,None,2 h 16 min,2019,13+
3120,Babouchka,English,None,53min,2019,13+
3121,Suhaag,Hindi,5.7,2 h 44 min,1979,All
3122,Baa Bega Chandamama,Kannada,None,2 h 16 min,2008,All
3123,Plush,English,5.3,1 h 39 min,2013,18+
3124,Nayaki,Tamil,2.9,1 h 53 min,2016,13+
3125,The Lincoln Lawyer,English,7.3,1 h 58 min,2011,18+
3126,Sethupathi IPS,Tamil,6.9,2 h 8 min,1994,All
3127,The Lodge,English,6.1,1 h 48 min,2020,18+
3128,Journey 2: The Mysterious Island,English,5.8,1 h 34 min,2012,All
3129,Marjorie Prime,English,6.3,1 h 38 min,2017,13+
3130,David Versus Goliath,English,None,1 h 34 min,2020,13+
3131,Naachiyaar,Tamil,6.8,1 h 38 min,2018,13+
3132,Yellow Roads: Two Sicilies,English,None,26min,2020,13+
3133,Born To Race : Fast Track,Gujarati,5.3,1 h 37 min,2014,16+
3134,Avale Nanna Gelathi,Kannada,None,2 h 12 min,2004,NR
3135,The Unborn,Hindi,4.8,20min,2017,All
3136,Kshana Kshanam,Telugu,8.1,2 h 29 min,1991,All
3137,Gumnaami,Bengali,None,2 h 21 min,2020,13+
3138,Raagam Anuragam,Malayalam,7.1,1 h 35 min,1991,NR
3139,Nanna Prakara,Kannada,6.4,1 h 55 min,2019,13+
3140,Saptapadii,Gujarati,7.2,1 h 40 min,2013,13+
3141,San Andreas,Telugu,6.1,1 h 54 min,2015,13+
3142,The Maidens of Fetish Street,English,None,1 h 4 min,None,18+
3143,Before I Wake,English,6.2,1 h 33 min,2018,16+
3144,Hamraaz,Hindi,7.1,2 h 50 min,None,All
3145,Kalangarai Vilakkam,Tamil,6.4,2 h 22 min,1965,NR
3146,Chaar Din Ki Chandni,Hindi,4.1,2 h 11 min,2012,NR
3147,Mee Shivajiraje Bhosale Boltoy,Marathi,7.9,2 h 27 mins,2009,All
3148,Saat Pake Bandha,Bengali,None,2 h 7 min,2017,13+
3149,Rishte Naate,Hindi,None,2 h 38 min,None,NR
3150,Ala Modalaindhi,Telugu,7.7,2 h 14 min,2011,All
3151,Jeepers Creepers 2,Hindi,5.6,1 h 44 min,2003,18+
3152,Nasrani,Malayalam,4.2,2 h 29 min,2007,NR
3153,V (Malayalam),Malayalam,6.6,2 h 20 min,2020,16+
3154,Teen Titans Go! Vs. Teen Titans,English,6.9,1 h 16 min,2019,13+
3155,Nirbasito,Bengali,None,1 h 47 min,2018,13+
3156,Gemini Man,English,5.7,1 h 57 min,2019,18+
3157,Borbaad,Bengali,5.4,2 h 20 min,2017,13+
3158,5 Ghantey Mein 5 Crore,Hindi,None,1 h 51 min,2012,NR
3159,I Am Not a Witch,English,6.9,1 h 32 min,2017,16+
3160,Jeevan Mrityu,Hindi,7,2 h 45 min,1970,All
3161,Brother's Day (Tamil),Tamil,4.5,2 h 43 min,2019,13+
3162,Samarpita,Bengali,None,1 h 51 min,1984,NR
3163,Every Other Couple,English,6.6,1 h 16 min,2020,13+
3164,Basu Paribar,Bengali,None,1 h 39 min,None,NR
3165,Maayavan,Tamil,7.3,2 h 6 min,2017,13+
3166,Kavacham,Kannada,5.5,2 h 18 min,2018,13+
3167,Barati,Hindi,None,2 h 15 min,None,NR
3168,Terminator Salvation,English,6.5,1 h 54 min,2009,13+
3169,Bombay Summer,Hindi,6.3,1 h 42 min,2010,18+
3170,Pothey Holo Deri,Bengali,None,2 h 5 min,2017,13+
3171,Despicable Me,English,7.6,1 h 34 min,2010,7+
3172,Sankalpa,Bengali,None,2 h 5 min,2017,13+
3173,Transformers: Revenge of the Fallen,Tamil,6,2 h 29 min,2009,13+
3174,Deool,Marathi,8.2,2 h 25 mins,2011,All
3175,Nanum Oru Herothan,Tamil,None,1 h 57 min,2002,NR
3176,"In particular, barbara findlay",English,None,53min,2020,13+
3177,Akhiyon Se Goli Maare,Hindi,5.1,2 h 23 min,2002,All
3178,Debdas - Bengali,Bengali,None,2 h 20 min,2002,NR
3179,2 Hours Love,Telugu,6.7,2 h 30 min,2019,13+
3180,Rangoon Rowdy,Telugu,None,1 h 43 min,1979,NR
3181,Kittu Puttu,Kannada,7.5,2 h 35 min,1977,NR
3182,Mahapith Tarapith,Bengali,None,1 h 56 min,1989,NR
3183,Ek Hi Rasta,Hindi,6.9,2 h 24 min,None,All
3184,The End of Love,English,6,1 h 32 min,2012,18+
3185,Jimmy Ee Veedinte Aiswaryam,Malayalam,6.4,1 h 49 min,2019,All
3186,I Am Kalam,Telugu,8,1 h 28 min,2011,All
3187,Khandan,Hindi,6.9,2 h 36 min,None,NR
3188,Autorsha,Malayalam,5.7,2 h 11 min,2018,All
3189,Jalsaghar,Bengali,None,1 h 30 min,None,NR
3190,Sesh Raksha,Bengali,None,2 h 2 min,1977,NR
3191,Theeran (Hindi),Hindi,8.2,2 h 20 min,2018,13+
3192,Sodari,Kannada,7.8,1 h 41 min,1995,NR
3193,"Greenland, The Whispering of Ice",English,None,52min,2020,13+
3194,Koi Aae Na..,Hindi,None,1 h 37 min,2015,NR
3195,Anarkali,Hindi,7.2,2 h 28 min,None,All
3196,City of Christmas,Bengali,None,4min,2019,13+
3197,Dhol,Hindi,6.3,2 h 25 min,2007,13+
3198,Pournami Alaigal,Tamil,None,2 h 15 min,1985,NR
3199,Scooby-Doo! Return to Zombie Island,English,5.7,1 h 19 min,2019,13+
3200,Swati Mutyam,Telugu,8.3,2 h 40 min,1986,All
3201,Dus,Hindi,5.5,2 h 20 min,2005,13+
3202,America,English,5.7,7min,2013,NR
3203,Permanent,English,5.6,1 h 33 min,2017,18+
3204,Noor,Hindi,4,1 h 56 min,2017,13+
3205,Mighty Raju - Ice Ice Mighty,Hindi,None,1 h 1 min,2015,All
3206,Ami Aadu,Bengali,7.4,1 h 56 min,2011,All
3207,Albert Pinto Ko Gussa Kyun Aata Hai?,Hindi,5.5,1 h 22 min,2019,18+
